ticker,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
HSY,HSY,Common Stock,Hershey Co,"The Hershey Company (HSY) is a premier American multinational confectionery manufacturer, well-known for its iconic chocolate products such as Hershey's bars and Kisses. With a comprehensive portfolio that includes not only chocolate but also baked goods, snacks, and beverages, Hershey operates in over 70 countries, showcasing its global reach and market influence. Headquartered in Hershey, Pennsylvania, the company is committed to innovation and brand expansion while emphasizing sustainability and social responsibility, positioning it as an attractive investment opportunity for institutional investors in the consumer staples sector.",47111,NYSE,USD,USA,CONSUMER DEFENSIVE,CONFECTIONERS,"19 EAST CHOCOLATE AVENUE, HERSHEY, PA, UNITED STATES, 17033",https://www.thehersheycompany.com,December,2025-06-30,38355423000,2663209000.0,25.12,48.57,22.28,5.48,0.029,7.54,55.73,0.135,0.0763,0.105,0.359,11295171000,4531707000,7.54,-0.653,0.26,190.64,2,3,16,2,1,25.12,29.15,3.396,8.49,3.843,18.15,0.249,202.98,136.73,186.25,171.37,148111000,90575000,0.371,89.179,2025-09-15,2025-08-15
HPE,HPE,Common Stock,Hewlett Packard Enterprise Co,"Hewlett Packard Enterprise Co (HPE) is a leading American multinational provider of enterprise information technology solutions, headquartered in Houston, Texas. Specializing in hybrid cloud, data storage, and IT infrastructure, HPE delivers innovative products and services tailored to optimize enterprise operations and drive digital transformation. With a strong focus on edge computing and intelligent data solutions, HPE positions itself as a strategic partner for organizations seeking to harness the power of technology in a rapidly evolving digital landscape.",1645590,NYSE,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"1701 EAST MOSSY OAKS ROAD, SPRING, TX, UNITED STATES, 77389",https://www.hpe.com,October,2025-07-31,32986253000,4756000000.0,29.41,4.746,18.5,0.52,0.021,0.85,25.08,0.0377,0.055,0.0204,0.0536,33074999000,9882000000,0.85,-0.452,0.185,26.26,3,8,10,0,0,29.41,10.44,0.997,1.324,1.554,11.24,1.458,26.44,11.82,23.36,19.93,1319450000,1313460000,0.384,87.746,2025-10-17,2025-09-18
HLT,HLT,Common Stock,Hilton Worldwide Holdings Inc,"Hilton Worldwide Holdings Inc. is a premier American multinational hospitality company, recognized for its diverse portfolio of high-quality hotels and resorts that cater to various market segments. With iconic brands such as Hilton, DoubleTree, and Waldorf Astoria, the company is dedicated to superior customer experiences and innovative operational excellence. Hilton's strategic initiatives to expand its global presence, alongside a robust loyalty program, enhance its competitive edge in the hospitality sector, providing a compelling investment opportunity for institutional investors targeting growth within the thriving tourism and travel industries.",1585689,NYSE,USD,USA,CONSUMER CYCLICAL,LODGING,"7930 JONES BRANCH DRIVE, MCLEAN, VA, UNITED STATES, 22102",https://www.hilton.com,December,2025-06-30,63126004000,2577000000.0,40.48,1.425,-19.47,0.6,0.0023,6.63,19.95,0.329,0.585,0.0955,0.0,4827000000,3721000000,6.63,0.102,0.054,275.58,4,7,13,0,1,40.48,27.93,13.08,-,6.29,27.57,1.189,279.81,195.81,267.8,253.04,235194000,230699000,2.061,101.583,2025-09-30,2025-08-29
HOLX,HOLX,Common Stock,Hologic Inc,"Hologic, Inc. (HOLX) is a prominent medical technology company specializing in advancing women's health through cutting-edge diagnostic, surgical, and medical imaging solutions. The company boasts a diverse and innovative portfolio, including advanced products for breast health, cervical cancer screening, and various diagnostic applications, underscoring its commitment to improving patient outcomes. Hologic's ongoing emphasis on research and development solidifies its reputation as a leader in healthcare innovation, ultimately positioning the firm as a vital contributor to the global healthcare sector.",859737,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"250 CAMPUS DRIVE, MARLBOROUGH, MA, UNITED STATES, 01752",https://www.hologic.com,September,2025-06-30,14661879000,1248700000.0,27.13,1.508,21.79,,,2.43,17.67,0.138,0.255,0.0669,0.114,4038900000,2458000000,2.43,0.049,0.012,72.71,3,5,11,0,0,27.13,14.93,3.63,3.119,3.899,14.44,0.627,84.39,51.9,67.08,64.52,222419000,220371000,0.853,100.855,,
HD,HD,Common Stock,The Home Depot Inc,"The Home Depot, Inc. (HD) is the premier home improvement retailer in the United States, offering an extensive selection of tools, construction products, and home improvement services. Based in Cobb County, Georgia, the company operates more than 2,200 stores throughout North America, catering to a diverse customer base that includes both professional contractors and DIY homeowners. Home Depot has established itself as a market leader by leveraging a strong supply chain and a growing e-commerce platform, which enhances the shopping experience. With a steadfast commitment to innovation and exceptional customer service, Home Depot aims to drive sustainable growth and deliver long-term value to its shareholders.",354950,NYSE,USD,USA,CONSUMER CYCLICAL,HOME IMPROVEMENT RETAIL,"2455 PACES FERRY ROAD, ATLANTA, GA, UNITED STATES, 30339",https://www.homedepot.com,January,2025-07-31,385931313000,25603000000.0,26.39,3.901,10.72,9.15,0.0241,14.69,166.47,0.0886,0.145,0.137,1.94,165054005000,55042998000,14.69,-0.004,0.049,438.85,4,21,11,0,1,26.39,24.51,2.338,36.87,2.737,17.57,1.001,429.19,322.47,403.06,382.09,995387000,1987489000,0.073,73.501,2025-09-18,2025-09-04
HON,HON,Common Stock,Honeywell International Inc,"Honeywell International Inc. is a leading multinational conglomerate headquartered in Charlotte, North Carolina, specializing in aerospace, building technologies, performance materials and technologies, and safety and productivity solutions. With a strong commitment to innovation and sustainability, Honeywell leverages its advanced technology and engineering expertise to deliver integrated solutions that enhance efficiency and safety across various industries. The company's diverse portfolio positions it well to capitalize on emerging trends, making it an attractive opportunity for institutional investors seeking growth in a dynamic global market.",773840,NASDAQ,USD,USA,INDUSTRIALS,CONGLOMERATES,"855 SOUTH MINT STREET, CHARLOTTE, NC, UNITED STATES, 28202",https://www.honeywell.com,December,2025-06-30,132445774000,9959000000.0,23.1,1.826,25.35,4.47,0.022,9.03,61.84,0.143,0.214,0.0715,0.336,39990002000,15227000000,9.03,0.038,0.081,250.35,1,12,11,0,0,23.1,18.35,3.312,8.32,3.996,16.24,1.049,240.47,177.52,213.78,216.96,634897000,602758000,0.095,81.02,2025-12-05,2025-11-14
HRL,HRL,Common Stock,Hormel Foods Corporation,"Hormel Foods Corporation (Ticker: HRL) is a prominent American food manufacturer based in Austin, Minnesota, with over a century of expertise since its inception in 1891. Originally a meatpacking entity, the company has successfully diversified its portfolio to encompass a vast range of refrigerated and packaged foods, including well-established brands such as Spam, Jennie-O, and Hormel Chili. Hormel's commitment to quality and innovation is reflected in its ongoing investments in product development and strategic acquisitions, which enhance its competitive edge in the evolving food industry. As consumer preferences shift, Hormel remains poised for continued growth and expansion, maintaining a strong presence in both traditional and emerging food markets.",48465,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"1 HORMEL PLACE, AUSTIN, MN, UNITED STATES, 55912-3680",https://www.hormelfoods.com,October,2025-07-31,13155963000,1291505000.0,17.21,3.019,14.7,1.153,0.0496,1.39,21.93,0.0626,0.0802,0.0484,0.0944,12058590000,1973089000,1.39,0.031,0.046,28.75,3,1,6,0,0,17.21,15.9,1.091,1.678,1.309,12.11,0.296,32.44,23.06,26.14,29.0,549998000,290289000,0.237,90.749,2025-11-17,2025-10-14
HST,HST,Common Stock,Host Hotels & Resorts Inc,"Host Hotels & Resorts, Inc. (HST) is a leading real estate investment trust (REIT) that specializes in the acquisition, ownership, and management of a high-quality portfolio of upscale and luxury hotel properties in prime U.S. markets and select international locations. The company employs a disciplined approach to capital allocation and asset management, aiming to drive operational excellence and enhance shareholder value. With a strong commitment to sustainability and an exceptional guest experience, HST is strategically positioned to navigate the dynamic hospitality sector, delivering compelling returns for institutional investors.",1070750,NASDAQ,USD,USA,REAL ESTATE,REIT - HOTEL & MOTEL,"4747 BETHESDA AVENUE, BETHESDA, MD, UNITED STATES, 20814-1109",https://www.hosthotels.com,December,2025-06-30,11323949000,1614000000.0,17.24,2.223,9.65,0.8,0.0492,0.95,8.51,0.111,0.171,0.0409,0.0972,5938000000,1731000000,0.95,-0.06,0.083,18.64,2,9,8,0,0,17.24,19.01,1.907,1.772,2.854,9.88,1.379,18.32,11.93,16.76,15.95,687543000,641251000,1.383,107.922,2025-10-15,2025-09-30
HWM,HWM,Common Stock,Howmet Aerospace Inc,"Howmet Aerospace Inc. is a prominent player in the aerospace and transportation sectors, headquartered in Pittsburgh, Pennsylvania. The company specializes in manufacturing advanced engineered solutions, including critical components for jet engines such as high-performance fasteners and titanium structures, alongside forged aluminum wheels for heavy-duty vehicles. With a robust focus on innovation, sustainability, and cutting-edge technology, Howmet Aerospace enhances operational efficiency and adapts to the dynamic needs of its global customers. As a leader in aerospace advancements, Howmet Aerospace is instrumental in shaping the future of aviation and transportation.",4281,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"201 ISABELLA STREET, PITTSBURGH, PA, UNITED STATES, 15212-5872",https://www.howmet.com,December,2025-06-30,77815472000,2117000000.0,55.63,0.803,12.34,0.36,0.0019,3.47,19.04,0.181,0.25,0.106,0.3,7721000000,2512000000,3.47,0.538,0.092,210.6,3,15,3,0,0,55.63,44.05,10.08,15.45,10.34,37.98,1.454,198.48,98.55,183.13,155.86,403126000,399010000,1.141,96.514,2025-11-25,2025-11-07
HPQ,HPQ,Common Stock,HP Inc,"HP Inc. is a prominent American multinational technology company based in Palo Alto, California, recognized for its innovation in personal computers, printers, and related supplies. The company emphasizes sustainability and is a leader in digital printing and 3D printing technologies, serving a wide array of consumer and enterprise markets. HP's dedication to enhancing customer experiences through advanced technology positions it favorably for growth in the rapidly evolving digital landscape, while its robust portfolio and industry dominance reinforce its status as a vital player in the global technology sector.",47217,NYSE,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"1501 PAGE MILL ROAD, PALO ALTO, CA, UNITED STATES, 94304",https://www.hp.com,October,2025-07-31,26676392000,4603000000.0,9.94,1.749,-0.96,1.144,0.0418,2.87,57.56,0.0482,0.0601,0.0592,0.0,54711001000,11431000000,2.87,0.231,0.031,28.28,1,1,14,1,0,9.94,7.87,0.488,-,0.597,7.8,1.3,38.25,20.76,27.33,27.92,934702000,931477000,0.228,82.529,2025-10-01,2025-09-10
HUBB,HUBB,Common Stock,Hubbell Inc,"Hubbell Incorporated (HUBB) is a leading provider of electrical and electronic products, delivering a comprehensive range of solutions across diverse sectors, including construction, telecommunications, and utilities. Based in Shelton, Connecticut, the company is recognized for its emphasis on innovation and quality, with operations that span lighting, wiring devices, and power systems. With a strong global presence and an extensive distribution network, Hubbell meets the dynamic needs of its customers while maintaining a commitment to sustainable practices. Positioned for growth, Hubbell is poised to thrive in the rapidly evolving landscape of electrification and digitalization.",48898,NYSE,USD,USA,INDUSTRIALS,ELECTRICAL EQUIPMENT & PARTS,"40 WATERVIEW DRIVE, SHELTON, CT, UNITED STATES, 06484-1000",https://www.hubbell.com,December,2025-06-30,22713633000,1329000000.0,27.77,2.254,65.63,5.18,0.0124,15.39,105.07,0.148,0.226,0.101,0.255,5626400000,1958500000,15.39,0.137,0.022,457.18,0,6,7,0,1,27.77,21.74,4.037,6.45,4.284,18.28,0.959,475.24,297.55,430.69,397.32,53140000,52866000,0.376,98.361,2025-09-15,2025-08-29
HUM,HUM,Common Stock,Humana Inc,"Humana Inc. (HUM), headquartered in Louisville, Kentucky, is a prominent American health insurance organization that specializes in a comprehensive portfolio of health and wellness solutions. The company focuses on Medicare Advantage plans, individual and family health insurance, and various specialty products designed to elevate care quality and foster healthier lifestyles for its members. With a strong emphasis on innovation, Humana utilizes advanced analytics and technology to enhance healthcare delivery and outcomes, thereby establishing itself as a leader in the dynamic and competitive healthcare sector.",49071,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"HUMANA BUILDING, LOUISVILLE, KY, UNITED STATES, 40202",https://www.humana.com,December,2025-06-30,32593662000,4015000000.0,20.75,0.996,151.61,3.54,0.0131,12.61,1021.52,0.0128,0.0358,0.0469,0.0903,123109999000,18509001000,12.61,-0.198,0.096,294.54,2,6,18,0,0,20.75,18.52,0.265,1.693,0.32,-,0.425,314.25,206.15,279.01,261.57,120272000,120045000,0.206,96.134,2025-10-31,2025-09-26
HBAN,HBAN,Common Stock,Huntington Bancshares Incorporated,"Huntington Bancshares Incorporated is a leading regional bank holding company headquartered in Columbus, Ohio, specializing in a comprehensive suite of financial services that includes retail and commercial banking, wealth management, and investment solutions. With a significant footprint across the Midwest, Huntington leverages innovative banking technology and a customer-first approach to enhance its competitive position in the financial sector. The company's growth strategy encompasses both strategic acquisitions and organic development, contributing to its consistent profitability and shareholder value. Huntington is dedicated to building long-lasting relationships with customers while delivering exceptional service in a rapidly evolving banking landscape.",49196,NASDAQ,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"HUNTINGTON CENTER, COLUMBUS, OH, UNITED STATES, 43287",https://www.huntington.com,December,2025-06-30,23838650000,,11.84,1.936,12.98,0.62,0.039,1.38,4.979,0.291,0.364,0.0105,0.105,7242000000,7242000000,1.38,0.133,0.081,19.84,3,13,3,0,2,11.84,10.65,3.292,1.313,5.82,-,0.979,17.93,11.69,17.07,16.13,1458914000,1447509000,0.923,88.819,2025-10-01,2025-09-17
HII,HII,Common Stock,Huntington Ingalls Industries Inc,"Huntington Ingalls Industries Inc. (HII) stands as the leading military shipbuilding enterprise in the United States, specializing in the construction and maintenance of surface combatants, submarines, and amphibious assault ships. The company not only supports national defense and maritime security but also provides a comprehensive suite of professional services to government and industry sectors. Leveraging its advanced engineering techniques and strong industry partnerships, HII is well-positioned to deliver innovative solutions while maintaining a focus on operational excellence and sustainability. This strategic positioning within the defense industrial base makes HII an appealing investment opportunity for institutional investors seeking reliable exposure to the defense sector.",1501585,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"4101 WASHINGTON AVENUE, NEWPORT NEWS, VA, UNITED STATES, 23607",https://www.hii.com,December,2025-06-30,11455910000,981000000.0,21.55,0.977,124.41,5.35,0.0186,13.55,294.38,0.0454,0.0655,0.0349,0.116,11569000000,1432000000,13.55,-0.119,0.035,296.44,1,2,6,0,1,21.55,16.03,0.99,2.268,1.179,12.97,0.371,296.03,155.93,274.61,229.57,39240600,38967500,0.669,98.304,2025-09-12,2025-08-29
IBM,IBM,Common Stock,International Business Machines,"International Business Machines Corporation (IBM) is a prominent American multinational technology company headquartered in Armonk, New York, with operations spanning over 170 countries. Established in 1911, IBM has established itself as a leader in innovation through its diverse offerings in hardware, software, and consulting services, with an increasing emphasis on artificial intelligence, quantum computing, and cloud solutions. The company is recognized for its strong research capabilities, having achieved the distinction of securing the most annual U.S. patents for 28 consecutive years, reflecting its dedication to pioneering technology. With a legacy that includes groundbreaking inventions like the ATM and relational database, IBM continues to evolve and play a critical role in advancing technological solutions across various sectors, adapting to the ever-changing digital landscape.",51143,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"ONE NEW ORCHARD ROAD, ARMONK, NY, UNITED STATES, 10504",https://www.ibm.com,December,2025-06-30,258235744000,14183000000.0,44.61,1.735,29.53,6.69,0.0241,6.19,69.07,0.0911,0.183,0.0481,0.227,64040002000,36868002000,6.19,0.177,0.077,282.83,1,7,10,2,1,44.61,23.92,4.032,9.71,4.987,24.76,0.724,301.04,197.92,259.3,255.72,931519000,929386000,0.122,64.641,2025-09-10,2025-08-08
IEX,IEX,Common Stock,IDEX Corporation,"IDEX Corporation (IEX), based in Northbrook, Illinois, is a prominent leader in the design, development, and manufacturing of fluidics systems and specialty engineered products across various sectors, including healthcare, fire and safety, and industrial markets. The company is committed to enhancing operational efficiency and safety through innovative solutions and has positioned itself for growth by emphasizing sustainability and technology integration. With a track record of robust financial performance and strategic acquisitions, IDEX is poised to leverage emerging market opportunities, delivering long-term value and growth potential for its shareholders.",832101,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"3100 SANDERS ROAD, NORTHBROOK, IL, UNITED STATES, 60062",https://www.idexcorp.com,December,2025-06-30,12320763000,899200000.0,26.44,1.546,53.2,2.8,0.0174,6.19,44.16,0.141,0.22,0.0688,0.122,3340800000,1489200000,6.19,-0.065,0.072,194.74,2,6,6,0,0,26.44,19.08,3.688,3.1,4.114,16.09,1.036,234.67,151.55,163.17,181.17,75287000,75079000,0.213,105.725,2025-10-24,2025-10-10
ITW,ITW,Common Stock,Illinois Tool Works Inc,"Illinois Tool Works Inc. (ITW) is a leading diversified industrial manufacturer headquartered in the United States, specializing in engineered fasteners and components, as well as equipment and consumable systems across multiple sectors. With a broad and innovative product portfolio, ITW is strategically positioned to capitalize on technological advancements and operational efficiencies, ensuring high-quality solutions tailored to customer needs. The company's commitment to sustainability and shareholder value is reflected in its consistent financial performance and dedication to strategic acquisitions and organic growth initiatives, positioning ITW for continued success in a competitive global landscape.",49826,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"155 HARLEM AVENUE, GLENVIEW, IL, UNITED STATES, 60025",https://www.itw.com,December,2025-06-30,72318231000,4535000000.0,21.46,3.649,11.01,6.0,0.0245,11.56,53.69,0.213,0.266,0.163,1.09,15790000000,6907000000,11.56,0.016,0.006,261.0,1,1,12,3,2,21.46,22.73,4.58,23.68,5.33,17.11,1.113,273.07,212.05,260.51,253.16,291500000,264417000,0.38,84.272,2025-10-10,2025-09-30
INCY,INCY,Common Stock,Incyte Corporation,"Incyte Corporation, based in Wilmington, Delaware, is a leading biopharmaceutical firm specializing in the development of innovative therapies for oncology and other critical diseases. Founded in 1991, the company has established a strong commercial presence with its flagship product, Jakafi, which is used to treat myelofibrosis and polycythemia vera, while also advancing a diverse pipeline of candidates targeting various cancer types. Incyte's dedication to precision medicine and its collaborative approach to research underscore its pivotal role in addressing unmet medical needs in the healthcare landscape. With a focus on scientific innovation, Incyte aims to enhance patient outcomes and solidify its status as a key player in biopharma.",879169,NASDAQ,USD,USA,HEALTHCARE,BIOTECHNOLOGY,"1801 AUGUSTINE CUT-OFF, WILMINGTON, DE, UNITED STATES, 19803",https://www.incyte.com,December,2025-06-30,16785937000,1060902000.0,20.04,0.129,21.49,,,4.29,23.71,0.19,0.256,0.115,0.243,4584996000,2440260000,4.29,0.067,0.165,84.76,2,9,13,1,1,20.04,12.5,3.661,4.04,3.156,10.67,0.737,88.66,53.56,84.48,71.53,195276000,162769000,2.033,103.46,,
IR,IR,Common Stock,Ingersoll Rand Inc,"Ingersoll Rand Inc. (IR), founded in 1859, stands as a premier global provider of innovative industrial equipment and technologies, catering to various sectors with a robust portfolio that includes high-quality compressed air systems, vacuum solutions, and power tools. The company's commitment to sustainability and efficiency underpins its mission to deliver sustainable productivity to customers worldwide. With a strong emphasis on energy-efficient technologies and automation solutions, Ingersoll Rand is strategically positioned for growth in an evolving industrial landscape, making it an attractive investment opportunity for institutional investors.",1699150,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"525 HARBOUR PLACE DRIVE, DAVIDSON, NC, UNITED STATES, 28036",https://www.irco.com,December,2025-06-30,30699231000,1955500000.0,58.96,1.149,25.38,0.04,0.0005,1.31,18.29,0.071,0.194,0.0511,0.0525,7364300000,3220800000,1.31,-0.08,0.046,91.13,1,7,8,0,0,58.96,22.62,4.169,3.317,5.02,22.47,1.431,105.95,65.58,79.78,82.65,397453000,396121000,0.222,102.917,2025-09-04,2025-08-14
PODD,PODD,Common Stock,Insulet Corporation,"Insulet Corporation (PODD) is a pioneering company in the field of insulin delivery systems, dedicated to enhancing the quality of life for individuals with insulin-dependent diabetes through innovative technology. Based in Acton, Massachusetts, Insulet is renowned for its Omnipod® Insulin Management System, a revolutionary tubeless, wearable pump that provides patients with unprecedented flexibility and ease of use. With a robust commitment to advancing diabetes care, Insulet is actively expanding its technological offerings and global footprint, solidifying its position as a leader in the diabetes management market.",1145197,NASDAQ,USD,USA,HEALTHCARE,MEDICAL DEVICES,"100 NAGOG PARK, ACTON, MA, UNITED STATES, 01720",https://www.insulet.com,December,2025-06-30,22405943000,480700000.0,97.04,3.314,20.78,,,3.28,33.59,0.1,0.187,0.0775,0.192,2359500000,1655800000,3.28,-0.877,0.329,362.65,5,16,3,0,0,97.04,54.95,9.5,15.03,9.43,54.64,1.399,353.5,226.5,323.24,291.6,70393000,70083000,0.282,101.879,,
INTC,INTC,Common Stock,Intel Corporation,"Intel Corporation, headquartered in Santa Clara, California, is a preeminent player in the global semiconductor industry, known as the world's largest chip manufacturer by revenue. The company revolutionized personal computing with its x86 microprocessors, which dominate the market. In response to shifting industry demands, Intel is strategically evolving its offerings to emphasize data-centric technologies, artificial intelligence, and cloud solutions, positioning itself at the forefront of the next generation of computing. With a robust emphasis on innovation and a commitment to extensive R&D, Intel continues to enhance its competitive advantage in an increasingly interconnected world.",50863,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2200 MISSION COLLEGE BOULEVARD, SANTA CLARA, CA, UNITED STATES, 95054-1549",https://www.intel.com,December,2025-06-30,169499673000,9201000000.0,,0.501,22.36,,,-4.77,12.25,-0.386,-0.038,-0.0085,-0.186,53070000000,17471001000,-4.77,-0.717,0.002,27.12,0,3,35,3,2,-,56.5,3.194,1.813,3.9,186.15,1.33,39.65,17.66,27.42,22.91,4757218000,4369515000,0.077,65.226,2024-09-01,2024-08-07
IBKR,IBKR,Common Stock,Interactive Brokers Group Inc,"Interactive Brokers Group, Inc. (IBKR) is a premier global electronic brokerage firm based in Greenwich, Connecticut, distinguished by its cutting-edge trading technology and comprehensive financial services. Serving both institutional and retail investors, the company offers extensive access to a diverse range of financial instruments across various markets and asset classes. With a strong emphasis on cost efficiency and advanced risk management solutions, Interactive Brokers is strategically positioned to leverage industry trends and meet the complex demands of its sophisticated client base.",1381197,NASDAQ,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"ONE PICKWICK PLAZA, GREENWICH, CT, UNITED STATES, 06830",https://www.interactivebrokers.com,December,2025-06-30,119871365000,,37.09,4.35,10.93,0.268,0.0038,1.87,12.92,0.149,0.747,0.0237,0.224,5637000000,5129000000,1.87,0.244,0.188,74.6,2,4,2,0,1,37.09,31.55,21.27,6.55,2.805,3.232,1.217,73.35,32.73,65.03,53.99,445247000,431258000,2.828,89.454,2025-09-12,2025-08-29
ICE,ICE,Common Stock,Intercontinental Exchange Inc,"Intercontinental Exchange Inc. (ICE) is a prominent global financial market infrastructure provider, founded in 2000, that operates a comprehensive network of exchanges and clearinghouses across diverse financial and commodity sectors. As a Fortune 500 company, ICE is integral to facilitating transparent and efficient trading, offering an array of services, including mortgage technology, data analytics, and listing solutions. With a strong emphasis on innovation and regulatory adherence, ICE remains committed to enhancing its role within the global financial ecosystem, effectively serving institutional investors and market participants around the world.",1571949,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"5660 NEW NORTHSIDE DRIVE, ATLANTA, GA, UNITED STATES, 30328",https://www.ice.com,December,2025-06-30,90872160000,6023000000.0,30.5,0.0065,49.73,1.86,0.0117,5.19,16.89,0.31,0.514,0.0212,0.111,9688001000,9688001000,5.19,0.345,0.098,199.94,6,8,3,0,1,30.5,21.28,9.38,3.24,8.7,17.05,1.085,188.82,141.12,173.08,170.6,572423000,568101000,0.938,93.512,2025-09-30,2025-12-16
IFF,IFF,Common Stock,International Flavors & Fragrances Inc,"International Flavors & Fragrances Inc. (IFF) is a premier global leader in the development and manufacture of innovative flavors and fragrances, enhancing a diverse range of consumer products across sectors such as food and beverage, personal care, and household goods. Headquartered in New York City, IFF capitalizes on its robust research and development capabilities to deliver sustainable, high-quality solutions tailored to the evolving needs of its clients. The company's commitment to sustainability and strategic partnerships underpins its growth strategy, reinforcing its position as a pivotal player in the competitive flavor and fragrance industry. Through continuous innovation and targeted acquisitions, IFF is well-equipped to adapt and thrive in a rapidly changing market landscape.",51253,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"521 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019-2960",https://www.iff.com,December,2025-06-30,15805224000,1770000000.0,,0.737,56.2,1.6,0.0266,-1.58,44.07,-0.0348,0.0952,0.018,-0.0272,11303000000,4097000000,-1.58,2.606,-0.043,81.96,6,9,5,0,0,-,14.08,1.398,1.094,1.929,28.53,1.087,103.23,59.14,64.35,75.0,256287000,255675000,0.096,97.499,2025-10-10,2025-09-29
IP,IP,Common Stock,International Paper,"International Paper Company (NYSE: IP), headquartered in Memphis, Tennessee, is a leading global manufacturer of sustainable pulp and paper products, delivering high-quality paper, packaging, and wood solutions across various industries. Renowned for its commitment to environmental stewardship, the company employs innovative technologies to optimize efficiency and drive growth across its extensive operations in North America, Europe, Latin America, Asia, and Russia. With a strategic focus on long-term profitability and adaptability to market demands, International Paper positions itself to meet the evolving needs of its diverse customer base in an increasingly competitive landscape.",51434,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"6400 POPLAR AVENUE, MEMPHIS, TN, UNITED STATES, 38197",https://www.internationalpaper.com,December,2025-06-30,24640924000,2496000000.0,,0.979,35.27,1.85,0.0405,-0.06,52.83,-0.0012,0.0381,0.0212,-0.002,21934000000,6366000000,-0.06,-0.901,0.429,52.38,1,7,3,1,1,-,15.27,1.123,1.323,1.545,15.81,1.057,58.72,42.45,47.09,50.09,527982000,525627000,0.341,100.066,2025-09-16,2025-08-15
IPG,IPG,Common Stock,Interpublic Group of Companies Inc,"The Interpublic Group of Companies, Inc. (IPG) is a prominent global leader in advertising and marketing services, renowned for its extensive portfolio that encompasses five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and a range of specialized agencies. With a strong focus on innovation and adaptability, IPG effectively addresses the multifaceted needs of its clients through expertise in public relations, sports marketing, talent representation, and healthcare marketing. The company's commitment to leveraging cutting-edge strategies and comprehensive resources positions it favorably to drive sustainable growth and enhance brand value in an increasingly competitive marketplace.",51644,NYSE,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"909 THIRD AVENUE, NEW YORK, NY, UNITED STATES, 10022",https://www.interpublic.com,December,2025-06-30,9812277000,1719700000.0,22.14,0.926,10.13,1.32,0.0506,1.21,23.81,0.0499,0.17,0.0539,0.119,8846600000,2087800000,1.21,-0.228,-0.066,33.2,3,2,4,0,0,22.14,8.67,1.109,2.591,1.183,10.4,1.079,31.8,21.92,26.28,25.93,366266000,364212000,0.458,98.628,2025-09-16,2025-09-02
