ticker,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
VMC,VMC,Common Stock,Vulcan Materials Company,"Vulcan Materials Company (NYSE: VMC), headquartered in Birmingham, Alabama, stands as a leading producer of construction aggregates in the United States, specializing in the production, distribution, and sale of essential building materials such as crushed stone, sand, and gravel. With a robust portfolio and extensive operational footprint, Vulcan serves a diverse clientele across various sectors, including residential, commercial, and infrastructure projects, positioning itself as a critical player in the construction materials industry. The company's strategic focus on sustainability and innovation further enhances its competitive advantage, enabling it to address the evolving needs of the market while maintaining commitment to environmental stewardship.",1396009.0,NYSE,USD,USA,BASIC MATERIALS,BUILDING MATERIALS,"1200 URBAN CENTER DRIVE, BIRMINGHAM, AL, UNITED STATES, 35242",https://www.vulcanmaterials.com,December,2025-06-30,40835617000.0,2181700000.0,41.99,2.34,63.69,1.9,0.0063,7.36,57.43,0.125,0.223,0.0595,0.119,7594600000,2092900000,7.36,0.043,0.044,308.5,3,14,3,1,0,41.99,31.15,5.38,4.768,5.95,21.27,0.923,310.69,214.34,294.48,266.94,132124000,131812000,0.185,94.925,2025-11-25,2025-11-10
WRB,WRB,Common Stock,W. R. Berkley Corp,"W. R. Berkley Corporation (WRB) is a leading property and casualty insurance holding company based in Greenwich, Connecticut, focusing on commercial lines. The firm boasts a diversified portfolio across multiple insurance segments, delivering innovative risk management solutions tailored for businesses. Renowned for its disciplined underwriting and strategic investment methodologies, W. R. Berkley is well-positioned for sustainable long-term growth in a competitive market. The company's commitment to operational excellence and superior customer service solidifies its standing as a premier player in the insurance sector.",11544.0,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"475 STEAMBOAT ROAD, GREENWICH, CT, UNITED STATES, 06830",https://www.berkley.com,December,2025-06-30,29759310000.0,2499902000.0,17.59,11.24,24.5,0.327,0.0042,4.46,35.93,0.123,0.166,0.0373,0.206,14286154000,6220192000,4.46,0.087,0.108,75.13,0,5,10,0,2,17.59,15.75,2.083,3.109,2.091,-,0.417,78.48,55.38,73.16,68.33,379293000,297980000,24.814,68.373,2025-09-30,2025-09-22
GWW,GWW,Common Stock,WW Grainger Inc,"W. W. Grainger, Inc. (GWW) is a premier American industrial supply company headquartered in Chicago, Illinois, with a rich history dating back to 1927. As a key player in the Fortune 500, Grainger excels in delivering a vast array of maintenance, repair, and operations (MRO) products tailored to diverse industries such as manufacturing, healthcare, and government. The company is distinguished by its extensive distribution network and cutting-edge e-commerce capabilities, which enhance responsiveness and customer service. With a steadfast focus on sustainability and innovation, Grainger is well-positioned to meet dynamic market demands and provide continued value to its expansive customer base.",277135.0,NYSE,USD,USA,INDUSTRIALS,INDUSTRIAL DISTRIBUTION,"100 GRAINGER PARKWAY, LAKE FOREST, IL, UNITED STATES, 60045-5201",https://www.grainger.com,December,2025-06-30,45906518000.0,2950000000.0,23.75,1.925,76.69,8.41,0.009,40.41,361.18,0.11,0.149,0.196,0.524,17481001000,6861000000,40.41,0.048,0.056,1041.86,0,3,14,1,1,23.75,21.69,2.626,12.42,2.732,16.28,1.165,1219.65,889.92,979.68,1023.35,47832200,43814300,6.158,75.61,2025-09-01,2025-08-11
WAB,WAB,Common Stock,Westinghouse Air Brake Technologies Corp,"Wabtec Corporation is a leading global provider of technology and services tailored for the rail and transit industries, formed through the 1999 merger of Westinghouse Air Brake Company (WABCO) and MotivePower Industries. Headquartered in Pittsburgh, Pennsylvania, the company offers a diverse portfolio that includes braking systems, electronic solutions, and digital technologies designed to improve the safety and efficiency of rail operations. With a strong focus on innovation and sustainability, Wabtec is well-positioned to leverage the increasing demand for advanced rail solutions, reinforcing its critical role within the transportation sector.",943452.0,NYSE,USD,USA,INDUSTRIALS,RAILROADS,"30 ISABELLA STREET, PITTSBURGH, PA, UNITED STATES, 15212",https://www.wabteccorp.com,December,2025-06-30,33506824000.0,2214000000.0,29.25,3.92,63.2,0.9,0.0047,6.7,61.62,0.109,0.187,0.0561,0.109,10562000000,3546000000,6.7,0.195,0.023,228.2,1,6,3,0,0,29.25,23.75,3.172,3.132,3.515,16.94,1.097,215.82,151.43,193.19,193.98,170953000,168885000,1.101,95.134,2025-08-28,2025-08-14
WMT,WMT,Common Stock,Walmart Inc,"Walmart Inc. is a preeminent American multinational retail corporation based in Bentonville, Arkansas, renowned for its vast network of hypermarkets, discount department stores, and grocery outlets, alongside the operation of Sam's Club. The company is dedicated to delivering low prices and a diverse range of products to millions of customers worldwide, utilizing cutting-edge supply chain technologies and e-commerce strategies to fortify its competitive edge. Walmart remains a leader in the retail sector, actively pursuing innovation in sustainability and digital transformation, which enhances its operational efficiency and market reach while playing a substantial role in the U.S. economy.",104169.0,NYSE,USD,USA,CONSUMER DEFENSIVE,DISCOUNT STORES,"702 SOUTH WEST 8TH STREET, BENTONVILLE, AR, UNITED STATES, 72716",https://corporate.walmart.com,January,2025-07-31,854769402000.0,42879001000.0,38.56,3.368,11.3,0.885,0.0087,2.78,86.49,0.0308,0.0439,0.0699,0.234,693152973000,172666995000,2.78,0.573,0.048,112.95,9,31,1,1,0,38.56,33.67,1.233,9.0,1.25,19.42,0.671,107.92,79.43,101.49,96.5,7972851000,4359635000,45.233,36.091,2026-01-05,2025-12-12
DIS,DIS,Common Stock,Walt Disney Company,"The Walt Disney Company (DIS) is a premier diversified multinational entertainment and media conglomerate based in Burbank, California, known for its iconic brands such as Disney, Pixar, Marvel, Lucasfilm, and ESPN. The company operates across multiple segments, including television, film production, theme parks, and direct-to-consumer streaming services, exemplified by its flagship platforms, Disney+ and ESPN+. With a rich content library and a formidable global footprint, Disney is strategically positioned to leverage emerging trends in media consumption and family entertainment, reinforcing its status as a vital force in the rapidly evolving entertainment landscape.",1744489.0,NYSE,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"500 SOUTH BUENA VISTA STREET, BURBANK, CA, UNITED STATES, 91521",https://thewaltdisneycompany.com,September,2025-06-30,199876297000.0,19491000000.0,17.26,0.889,60.74,1.0,0.0091,6.44,52.29,0.122,0.157,0.0452,0.115,94535000000,35556999000,6.44,1.042,0.021,133.97,4,20,6,1,0,17.26,17.61,2.114,1.847,2.523,13.21,1.542,124.69,79.76,115.02,109.95,1797934000,1795471000,0.067,74.311,2025-07-23,2025-06-24
WBD,WBD,Common Stock,Warner Bros Discovery Inc,"Warner Bros. Discovery Inc. (WBD) is a preeminent global media and entertainment powerhouse, headquartered in New York City, formed from the merger of WarnerMedia and Discovery, Inc. The company boasts a diverse portfolio of iconic brands and franchises, providing high-quality content across television, film, and streaming platforms. WBD strategically harnesses its extensive content library and cutting-edge digital initiatives to cater to the dynamic needs of global audiences, positioning itself favorably within the rapidly evolving media landscape. Emphasizing premium storytelling and robust audience engagement, Warner Bros. Discovery is committed to driving sustainable long-term growth and enhancing shareholder value.",1437107.0,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"230 PARK AVENUE SOUTH, NEW YORK, NY, UNITED STATES, 10003",https://ir.wbd.com,December,2025-06-30,44514382000.0,7972000000.0,58.0,2.786,14.56,,,0.31,15.62,0.02,-0.006,0.0094,0.0176,38441001000,17028000000,0.31,2.267,0.01,18.27,2,8,14,0,0,58,39.06,1.158,1.321,2.013,3.369,1.737,20.24,7.25,15.16,11.52,2475772000,2341412000,5.962,73.389,,
WM,WM,Common Stock,Waste Management Inc,"Waste Management, Inc. (Ticker: WM) is a premier North American provider of waste management and environmental services, founded in 1968 and headquartered in Houston, Texas. The company specializes in an extensive range of services, including waste collection, recycling, and disposal, emphasizing sustainability and resource recovery to minimize landfill dependency. With a strong commitment to advancing sustainable practices and enhancing community engagement, Waste Management plays a pivotal role in facilitating the shift towards a circular economy and supporting urban sustainability initiatives. This focus not only drives operational efficiency but also positions the company as a strategic partner in environmental stewardship.",823768.0,NYSE,USD,USA,INDUSTRIALS,WASTE MANAGEMENT,"800 CAPITOL STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.wm.com,December,2025-06-30,87861322000.0,7017000000.0,32.26,2.446,22.85,3.15,0.0145,6.76,59.58,0.114,0.185,0.0697,0.327,23950000000,9511999000,6.76,0.065,0.19,255.0,4,11,9,0,1,32.26,25.06,3.668,9.5,4.633,16.36,0.642,240.84,197.52,222.61,225.41,402830000,401602000,0.251,84.09,2025-09-26,2025-09-12
WAT,WAT,Common Stock,Waters Corporation,"Waters Corporation (WAT) stands as a premier provider of analytical instruments, software, and services, catering primarily to laboratories in the pharmaceutical, environmental, food and beverage, and academic sectors. Based in Milford, Massachusetts, the company is renowned for its innovations in liquid chromatography, mass spectrometry, and thermal analysis solutions, supporting scientific research and operational efficiencies. With a commitment to advancing technology and fostering strategic partnerships, Waters is positioned as a critical ally for institutions focused on the development and commercialization of pioneering products, while maintaining a strong global market presence to drive future growth.",1000697.0,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"34 MAPLE STREET, MILFORD, MA, UNITED STATES, 01757",https://www.waters.com,December,2025-06-30,20019753000.0,1055442000.0,30.31,5.39,36.29,,,10.99,51.26,0.217,0.262,0.117,0.37,3046056000,1797733000,10.99,0.029,0.089,353.79,0,5,11,0,0,30.31,22.62,6.57,8.87,6.68,19.23,1.044,423.56,275.05,300.54,343.33,59524000,59402000,0.162,99.608,,1996-11-26
WEC,WEC,Common Stock,WEC Energy Group Inc,"WEC Energy Group Inc, based in Milwaukee, Wisconsin, is a prominent provider of energy services, catering to approximately 4.4 million customers across the Midwest, including Wisconsin, Illinois, Michigan, and Minnesota. The company operates a diverse portfolio of utilities that emphasize reliable electricity and natural gas delivery, alongside a strong commitment to sustainability through significant investments in renewable energy infrastructure. With a strategic focus on transitioning to cleaner energy sources, WEC Energy Group is well-equipped to adapt to the dynamic energy landscape while maintaining a solid operational track record and driving long-term growth. This positions the company as a key player in the evolving energy sector, dedicated to meeting both customer demand and environmental responsibility.",783325.0,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"231 WEST MICHIGAN STREET, MILWAUKEE, WI, UNITED STATES, 53201",https://www.wecenergygroup.com,December,2025-06-30,37494215000.0,3670000000.0,22.06,2.555,41.08,3.455,0.0301,5.28,29.27,0.179,0.214,0.0303,0.127,9306700000,4030700000,5.28,0.136,0.134,115.58,1,3,9,1,0,22.06,19.92,4.029,2.727,6.08,13.76,0.454,117.2,89.63,110.13,105.81,321866000,320952000,0.151,83.849,2025-09-01,2025-08-14
WFC,WFC,Common Stock,Wells Fargo & Company,"Wells Fargo & Company is a prominent American multinational financial services institution based in San Francisco, California. The firm offers a comprehensive range of services, including banking, investments, mortgages, and both consumer and commercial finance, with a strong presence across the U.S. and internationally. Wells Fargo is dedicated to delivering innovative financial solutions while emphasizing customer-centric services and responsible banking practices, solidifying its position as a major player in the financial sector. With a focus on long-term growth and sustainable practices, the company aims to enhance shareholder value while serving the diverse needs of its clientele.",72971.0,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - DIVERSIFIED,"420 MONTGOMERY STREET, SAN FRANCISCO, CA, UNITED STATES, 94104",https://www.wellsfargo.com,December,2025-06-30,270882980000.0,,13.93,1.569,48.8,0.0,0.0,6.07,23.5,0.265,0.331,0.0106,0.115,77618004000,77618004000,6.07,0.203,0.019,89.31,5,10,10,0,1,13.93,11.92,3.49,1.568,5.95,-,1.24,86.66,57.76,80.72,76.27,3203441000,3195689000,0.09,78.843,2025-09-01,2025-08-08
WELL,WELL,Common Stock,Welltower Inc,"Welltower Inc. is a premier real estate investment trust (REIT) specializing in the healthcare sector, with a focus on high-quality senior housing and post-acute care properties. The company's diverse portfolio includes independent living, assisted living, and skilled nursing facilities, strategically managed through partnerships with leading operators to enhance operational efficiency and resident satisfaction. Leveraging its extensive industry expertise and market insights, Welltower is well-positioned to capitalize on demographic trends, particularly the aging population, which supports its long-term growth and value creation within the dynamic healthcare landscape.",766704.0,NYSE,USD,USA,REAL ESTATE,REIT - HEALTHCARE FACILITIES,"4500 DORR STREET, TOLEDO, OH, UNITED STATES, 43615-4040",https://www.welltower.com,December,2025-06-30,113258979000.0,3469852000.0,93.56,3.622,53.98,2.75,0.0165,1.81,14.63,0.122,0.187,0.0192,0.0345,9277824000,3677894000,1.81,0.074,0.396,187.14,5,13,3,0,0,93.56,68.03,12.21,3.27,14.26,39.7,0.911,180.4,121.46,168.57,152.76,668826000,667896000,0.057,99.03,2025-08-21,2025-08-12
WST,WST,Common Stock,West Pharmaceutical Services Inc,"West Pharmaceutical Services, Inc. (WST) is a premier provider of innovative injectable pharmaceutical packaging and delivery solutions, serving a diverse global healthcare market. Based in Exton, Pennsylvania, West is dedicated to enhancing drug delivery systems by offering integrated solutions that prioritize safety, reliability, and efficacy. The company collaborates closely with pharmaceutical and biotechnology firms, leveraging cutting-edge technology and quality assurance practices to optimize the lifecycle of injectable products, thereby improving patient outcomes and increasing the efficiency of drug administration processes. With a robust track record of growth and innovation, West Pharmaceutical Services stands at the forefront of the evolving healthcare landscape.",105770.0,NYSE,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"530 HERMAN O. WEST DRIVE, EXTON, PA, UNITED STATES, 19341-1147",https://www.westpharma.com,December,2025-06-30,18873516000.0,789500000.0,39.21,3.432,40.74,0.83,0.0032,6.66,40.83,0.165,0.209,0.105,0.177,2960200000,1044100000,6.66,0.205,0.092,317.17,2,10,2,0,0,39.21,37.04,6.38,6.71,6.57,25.59,1.068,351.24,187.09,253.08,246.68,71907000,71412000,0.613,98.273,2025-11-19,2025-11-12
WDC,WDC,Common Stock,Western Digital Corporation,"Western Digital Corporation (WDC) is a leading American provider of data storage solutions, headquartered in San Jose, California. The company excels in the design, manufacture, and sale of an extensive array of storage products, such as hard disk drives (HDDs), solid-state drives (SSDs), and sophisticated data center systems, serving both consumer and enterprise segments. With a commitment to innovation, WDC also delivers cloud storage services and comprehensive data management solutions, reinforcing its status as a vital player in the rapidly changing digital data management and storage technology landscape.",106040.0,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"5601 GREAT OAKS PARKWAY, SAN JOSE, CA, UNITED STATES, 95119",https://www.westerndigital.com,June,2025-06-30,40744677000.0,2473000000.0,26.74,1.364,15.39,0.1,0.0008,4.23,27.43,0.198,0.154,0.07,0.198,9520000000,3692000000,4.23,-0.959,-0.41,114.5,4,15,5,0,1,26.74,19.65,4.28,8.57,5.08,24.96,1.834,137.4,28.74,96.27,62.19,342796000,344667000,0.561,108.207,2025-09-18,2025-09-04
WY,WY,Common Stock,Weyerhaeuser Company,"Weyerhaeuser Company (WY) is a premier American timberland real estate investment trust (REIT) with an extensive portfolio of approximately 12.4 million acres of sustainably managed timberlands in the U.S., alongside 14 million acres licensed in Canada. The company's vertical integration into wood product manufacturing not only boosts operational efficiency but also enhances its capacity to respond effectively to market demands. Weyerhaeuser's steadfast commitment to sustainable forestry practices positions it favorably amid increasing demand for renewable resources, enabling the company to deliver consistent shareholder value through dividends and potential capital growth.",106535.0,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"220 OCCIDENTAL AVENUE SOUTH, SEATTLE, WA, UNITED STATES, 98104-7800",https://www.weyerhaeuser.com,December,2025-06-30,17265758000.0,1053000000.0,62.89,1.351,13.19,0.82,0.0343,0.38,9.69,0.0397,0.0849,0.0207,0.0285,7036000000,1214000000,0.38,-0.494,-0.028,32.0,4,7,2,0,0,62.89,33.67,2.454,1.889,3.21,21.45,1.063,32.28,23.54,25.23,27.01,721511000,718221000,0.334,89.311,2025-09-12,2025-08-29
WSM,WSM,Common Stock,Williams-Sonoma Inc,"Williams-Sonoma, Inc. is a premier omnichannel specialty retailer, recognized for its high-quality home goods and decor, including kitchenware and furnishings. Based in San Francisco, the company boasts a diverse brand portfolio featuring Williams Sonoma, Pottery Barn, and West Elm, effectively appealing to various consumer preferences. With a strong emphasis on innovative design and sustainability, Williams-Sonoma leverages both its extensive physical store footprint and a dynamic e-commerce platform to drive customer engagement and sales growth. As a leader in the home goods industry, the company is well-positioned to capitalize on evolving consumer trends and preferences.",719955.0,NYSE,USD,USA,CONSUMER CYCLICAL,SPECIALTY RETAIL,"3250 VAN NESS AVENUE, SAN FRANCISCO, CA, UNITED STATES, 94109",https://www.williams-sonomainc.com,January,2025-07-31,23322849000.0,1687547000.0,21.14,2.409,17.65,2.455,0.0129,9.06,63.46,0.144,0.179,0.175,0.512,7829759000,3613623000,9.06,0.198,0.027,204.32,1,7,14,0,1,21.14,21.23,2.979,11.11,3.103,14.43,1.548,218.08,123.89,197.9,181.13,121790000,120358000,1.144,96.262,2025-11-21,2025-10-17
WMB,WMB,Common Stock,Williams Companies Inc,"The Williams Companies, Inc. (WMB) is a premier American energy provider based in Tulsa, Oklahoma, with a strong focus on natural gas transportation and processing. Operating an extensive network of pipelines and processing facilities, Williams is integral to the energy infrastructure, efficiently linking production areas to key markets. Additionally, the company has diversified interests in petroleum and electricity generation, enhancing its strategic positioning within the energy sector. Committed to sustainability and operational excellence, Williams is well-prepared to adapt to the dynamic energy landscape and address the growing demands for reliable energy supply in the United States.",107263.0,NYSE,USD,USA,ENERGY,OIL & GAS MIDSTREAM,"ONE WILLIAMS CENTER, TULSA, OK, UNITED STATES, 74172",https://www.williams.com,December,2025-06-30,76543402000.0,6027000000.0,31.65,2.398,10.16,1.95,0.0311,1.97,9.31,0.214,0.344,0.0427,0.174,11363000000,6836000000,1.97,0.359,0.114,66.58,4,11,7,1,0,31.65,26.88,6.74,6.31,9.44,15.24,0.665,65.55,49.6,59.69,58.5,1221177000,1214156000,0.461,88.4,2025-09-29,2025-09-12
WTW,WTW,Common Stock,Willis Towers Watson PLC,,1140536.0,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"51 LIME STREET, LONDON, UNITED KINGDOM, EC3M 7DQ",https://www.wtwco.com,December,2025-06-30,33489201000.0,2594000000.0,227.36,1.08,82.78,3.64,0.0108,1.51,97.59,0.014,0.169,0.0466,0.0167,9808000000,4231000000,1.51,1.441,-0.002,374.44,2,10,7,0,1,227.36,17.42,3.414,4.164,3.841,37.71,0.736,352.79,283.83,335.24,321.02,97548000,97170000,0.248,97.623,2025-10-15,2025-09-30
WDAY,WDAY,Common Stock,Workday Inc,"Workday, Inc. is a prominent provider of cloud-based enterprise applications, specializing in finance and human resources. Headquartered in Pleasanton, California, the company empowers organizations to optimize their financial and workforce management through innovative, data-driven solutions. Workday's commitment to continuous innovation and high customer satisfaction establishes it as a leader in the enterprise software market, making it an attractive investment opportunity for institutional investors seeking growth in the dynamic landscape of cloud technologies.",1327811.0,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"6110 STONERIDGE MALL ROAD, PLEASANTON, CA, UNITED STATES, 94588",https://www.workday.com,January,2025-07-31,63172198000.0,1107000000.0,109.81,0.738,34.35,,,2.16,33.66,0.0651,0.106,0.0282,0.0666,8959000000,6771000000,2.16,0.714,0.126,282.13,8,22,10,0,0,109.81,21.69,7.05,6.76,6.42,47.77,1.104,294.0,205.33,230.46,243.28,217000000,215052000,0.861,94.075,,
WYNN,WYNN,Common Stock,Wynn Resorts Limited,"Wynn Resorts Limited is a leading American hospitality and gaming company headquartered in Paradise, Nevada, renowned for its development and operation of luxury hotels and casinos. With an emphasis on upscale accommodations and exceptional customer service, Wynn has solidified its place at the forefront of the gaming and entertainment industry, particularly in premium markets. The company's innovative approach and strong brand presence enhance its appeal to a discerning clientele, positioning Wynn for continued growth in the dynamic global tourism and leisure landscape. As a key player in the luxury segment, Wynn Resorts is well-equipped to navigate industry trends and capitalize on emerging opportunities.",1174922.0,NASDAQ,USD,USA,CONSUMER CYCLICAL,RESORTS & CASINOS,"3131 LAS VEGAS BOULEVARD SOUTH, LAS VEGAS, NV, UNITED STATES, 89109",https://www.wynnresorts.com,December,2025-06-30,12072714000.0,1704602000.0,33.36,3.107,-4.289,1.0,0.0089,3.48,65.31,0.0551,0.158,0.053,-5.61,6970314000,4762105000,3.48,-0.298,0.003,133.38,3,13,1,0,1,33.36,21.74,1.732,13.94,3.45,13.88,1.305,134.23,64.93,120.23,96.73,103977000,79427000,22.027,70.127,2025-08-29,2025-08-18
XEL,XEL,Common Stock,Xcel Energy Inc,"Xcel Energy Inc. is a leading utility holding company headquartered in Minneapolis, Minnesota, providing electricity to over 3.7 million customers and natural gas to 2.1 million customers across eight states, including Minnesota, Wisconsin, and Colorado. The company operates through four main subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co. Committed to sustainability and clean energy, Xcel Energy is recognized for its investments in renewable energy solutions and aims to be a leader in reducing carbon emissions in the energy sector. With a robust customer base and a diversified energy portfolio, Xcel Energy is well-positioned for growth in the evolving utility landscape.",72903.0,NASDAQ,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"414 NICOLLET MALL, MINNEAPOLIS, MN, UNITED STATES, 55401",https://mn.my.xcelenergy.com/s/,December,2025-06-30,47816806000.0,5498000000.0,22.21,2.942,35.45,2.23,0.0278,3.64,24.27,0.148,0.177,0.0221,0.106,13957000000,6210000000,3.64,0.389,0.086,82.07,2,9,2,0,1,22.21,19.42,3.426,2.246,5.66,13.46,0.378,82.54,60.62,74.94,70.47,591426000,589735000,0.191,90.204,2025-10-20,2025-09-15
XYL,XYL,Common Stock,Xylem Inc,"Xylem Inc. is a premier global water technology company focused on providing innovative water and wastewater management solutions across various sectors, including public utilities, residential, agricultural, and industrial applications. With a strategic emphasis on sustainability and advanced technologies, Xylem addresses critical water challenges while positioning itself as a pivotal player in the $500 billion global water sector. The company’s dedication to environmental stewardship, combined with its comprehensive portfolio of products and services, enables it to effectively meet the rising global demand for efficient and sustainable water management solutions.",1524472.0,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"301 WATER STREET SE, WASHINGTON, DC, UNITED STATES, 20003",https://www.xylem.com,December,2025-06-30,35676561000.0,1782000000.0,38.07,2.46,45.5,1.52,0.0104,3.85,35.91,0.107,0.143,0.0459,0.0863,8730000000,3301000000,3.85,0.161,0.061,158.67,4,10,7,0,1,38.07,27.78,4.087,3.275,4.264,21.04,1.128,151.16,99.88,143.22,128.83,243410000,241752000,0.21,95.477,2025-09-25,2025-08-28
YUM,YUM,Common Stock,Yum! Brands Inc,"Yum! Brands, Inc. is a prominent global fast food corporation with a diverse portfolio that includes well-known brands such as KFC, Pizza Hut, Taco Bell, The Habit Burger Grill, and WingStreet. Catering to millions of customers daily, the company has established a significant international footprint, solidifying its status within the quick-service restaurant industry. Notably, Yum! has a strategic alliance with Yum China, which enhances its market reach and innovation in one of the world's largest consumer markets. With a focus on evolving consumer preferences and operational efficiencies, Yum! Brands is well-positioned for sustained growth and value creation for its shareholders.",1041061.0,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"1441 GARDINER LANE, LOUISVILLE, KY, UNITED STATES, 40213",https://www.yum.com,December,2025-06-30,39959585000.0,2760000000.0,27.69,1.95,-27.63,2.8,0.0199,5.2,28.19,0.181,0.335,0.241,0.0,7908000000,3657000000,5.2,0.039,0.096,160.52,2,8,19,0,0,27.69,22.78,5.05,-,6.67,19.96,0.721,161.7,120.37,146.83,145.61,277536000,276775000,0.15,86.178,2025-09-12,2025-09-02
ZBRA,ZBRA,Common Stock,Zebra Technologies Corporation,"Zebra Technologies Corporation is a prominent leader in marking, tracking, and computer printing technologies, offering innovative solutions that enhance operational visibility and efficiency across diverse sectors, including manufacturing, supply chain, retail, healthcare, and government. The company's robust product portfolio features thermal barcode label printers, RFID solutions, and advanced readers, designed to facilitate seamless data capture and management. With a strong emphasis on innovation and digital transformation, Zebra Technologies positions itself at the forefront of the automated identification industry, driving enhanced productivity and operational excellence for its clients globally.",877212.0,NASDAQ,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"3 OVERLOOK POINT, LINCOLNSHIRE, IL, UNITED STATES, 60069",https://www.zebra.com,December,2025-06-30,14915171000.0,980000000.0,27.73,0.997,71.15,,,10.58,101.07,0.106,0.145,0.0656,0.159,5190000000,2522000000,10.58,0.009,0.062,372.33,3,8,6,0,0,27.73,16.75,2.874,4.159,3.185,17.06,1.752,427.76,205.73,310.0,310.88,50845000,50403000,0.65,95.567,,
ZBH,ZBH,Common Stock,Zimmer Biomet Holdings Inc,"Zimmer Biomet Holdings Inc. is a preeminent global medical device company that specializes in the design, manufacture, and marketing of a diverse array of orthopedic reconstructive products, as well as surgical and non-surgical solutions. Based in Warsaw, Indiana, the company is distinguished by its strong innovation pipeline and strategic collaborations, aimed at improving patient outcomes across orthopedic, surgical, and dental sectors. Zimmer Biomet’s dedication to innovation and quality positions it as a vital player in the healthcare landscape, adeptly responding to the dynamic needs of healthcare professionals and patients worldwide.",1136869.0,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"345 EAST MAIN STREET, WARSAW, IN, UNITED STATES, 46580",https://www.zimmerbiomet.com,December,2025-06-30,19486702000.0,2588600000.0,23.99,1.026,63.29,0.96,0.0101,4.1,39.25,0.105,0.195,0.0436,0.0653,7833800000,5581400000,4.1,-0.347,0.07,110.71,5,6,15,1,1,23.99,11.6,2.487,1.569,3.403,11.72,0.667,113.87,88.77,101.22,100.81,198096000,197652000,0.147,98.892,2025-10-31,2025-09-30
ZTS,ZTS,Common Stock,Zoetis Inc,"Zoetis Inc. (ZTS) is a leading global animal health company dedicated to improving the health and well-being of livestock and companion animals. As the largest manufacturer of medicines and vaccines for animals, Zoetis leverages advanced research and development to offer a comprehensive range of innovative products that enhance productivity in animal agriculture and support the well-being of pets globally. Committed to sustainability and animal welfare, Zoetis is well-positioned to meet the increasing demand for premium animal health solutions in an expanding market, making it an attractive investment opportunity for institutional investors.",1555280.0,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - SPECIALTY & GENERIC,"10 SYLVAN WAY, PARSIPPANY, NJ, UNITED STATES, 07054",https://www.zoetis.com,December,2025-06-30,62985236000.0,3964000000.0,24.46,2.191,11.21,1.864,0.013,5.81,20.9,0.278,0.406,0.154,0.528,9385000000,6710000000,5.81,0.175,0.042,188.83,5,8,5,0,0,24.46,21.69,6.71,13.04,7.49,17.49,0.902,194.18,138.76,148.8,157.9,443183000,442310000,0.093,98.692,2025-12-02,2025-10-31
